Address,Category,Latitude,Longitude,Name,Phone,State,Township,geohash
"Rm 8, Bldg 110/B, Near P Moe Ninn St., Nawaday Garden Housing,",Agricultural Machineries & Tools,16.867117,96.0727,"Golden Thurain Linn Agricultural & Technology Co., Ltd.", :, :Yangon Region ," :Hlaing Thar Yar
",w4urfnw
"21/23, Rm 3-04, 52nd St., Lower Block,",Journal Publishers,16.772292,96.172027,The Opportunity Journal, :, :Yangon Region ," :Botahtaung
",w4urkmq
"1, Shwe Dagon Pagoda (South Entrance), U Oaktama Park,",Amusement Zones,16.794421,96.150057,Happy World,"
09-73100700, 01-375664, 01-380920
", :Yangon Region ," :Dagon
",w4urecq
"47/J, Yangon-Insein Rd., Ward (9),",Wastewater Treatment Equipment & Supplies,16.838501,96.127555,"A.C.R (Thukha Chan Thar Co., Ltd.)", :, :Yangon Region ," :Hlaing
",w4urg3m
"22, U Shwe Ohe Lane (2), Industrial Zone,",Furniture Marts,16.893568,96.069572,New Look, :, :Yangon Region ," :Hlaing Thar Yar
",w5h2457
"33 St., Corner of 53 St.,",Hotels,21.971395,96.125875,Golden Hotel, :, :Mandalay Region ," :Chan Aye Thar Zan
",w5ukgru
"151, 2nd Flr, 46th St., Corner of Bogyoke Aung San Rd.,",Construction Services,16.778866,96.16842,Energy World, :, :Yangon Region ," :Botahtaung
",w4urkq7
"300, Thu Mingalar Rd., Ward (4),",Slipper Shops,16.834266,96.186992,Yuzana,"
09-5021620, 09-5311121, 01-8566217
", :Yangon Region ," :South Okkalapa
",w4urub9
"191/192, Airport Rd., Kyauk Yae Twin,",Building Materials,16.888368,96.150757,HCG (Mandala Capital), :, :Yangon Region ," :Mayangone
",w5h25fq
"9, Sar Tite Tan Ward,",Silk Wear,21.905028,96.05053,Shwe Gabar and Tayaphu,"
02-4070061, 02-4059103, 09-2014791, 09-5130063
", :Mandalay Region ," :Amarapura
",w5uk9et
"836, Maha Bandoola Rd., Between Lan Thit St. and 9th St.,",Water Treatment Systems,16.775189,96.142837,"Swe Zin May Co., Ltd.","
01-2303088, 09-421142266, 09-421142277
", :Yangon Region ," :Lanmadaw
",w4ur7vc
"245, 1st Flr, Ngu War St., Saw Yan Paing (North) Ward,",Security Systems & Equipment,16.791501,96.126574,MMIT,"
09-444493024, 09-444493042
", :Yangon Region ," :Ahlone
",w4ure2v
"65/A, Rm B-3, Lay Daunt Kan Rd., Near Junction Zawana Shopping Centre,",Hotel Equipment & Supplies,16.827644,96.188027,Excellent, :, :Yangon Region ," :Thingangyun
",w4ursz3
"815, Than Lwin St., Industrial Zone (2), Ward (63),",Construction Services,16.835407,96.233529,"Trio Steel Construction Co., Ltd.", :, :Yangon Region ," :South Dagon
",w4urvbg
"SH-23, Kyun Shwe Wah St., Bayint Naung Warehouses,",Transportation Services,16.774567,96.152129,Shwe Nagar,"
09-450990361, 09-422225104, 09-788907903
", :Yangon Region ," :Mayangone
",w4ur7vx
"142/144, 1st Flr, 40th St., Lower Block,",Computer Maintenance & Repair,16.774084,96.163877,iT Care, :, :Yangon Region ," :Kyauktada
",w4urkm8
"117, West Race Course Rd., Infront Of U Chit Maung Housing,",Air Conditioning Equipment Sales & Repair,16.815239,96.170099,Yaw Na Than,"
09-73112785, 09-422495885, 09-254116650
", :Yangon Region ," :Bahan
",w4ursmh
"91-B/93-B, Lawpita St., Industrial Zone (3),",Hardware Merchants & Ironmongers,16.842228,96.22727,"Phyo Thu Kha Steel Trading Co., Ltd.", :, :Yangon Region ," :South Dagon
",w4urvdn
"1, U Chit Maung Rd., Saya San (South) Ward,",Photo Studios & Labs,16.817499,96.16666,United,"
09-5138095
", :Yangon Region ," :Bahan
",w4ursmd
"601/602/603, Inlay 1st St., Industrial Zone (2), Ward (64),",Rubber Products,16.837038,96.227533,Than Ngwe & Sons,"
09-785134655, 09-5124390, 09-5134655
", :Yangon Region ," :South Dagon
",w4urv9n
"287, Waizayantar Rd., Between Pyi Tharyar St. and Yadanar Rd.,",Musical Instruments,16.829773,96.184541,"Myanmar Music (Piano) Trading Co., Ltd.", :, :Yangon Region ," :Thingangyun
",w4ursxz
"84 St., Between 42 St. and 43 St.,",Handicraft Materials,21.957463,96.07735,Loyal Handmade,"
09-969708002
", :Mandalay Region ," :Maha Aung Myay
",w5ukfm1
"24, Aung Taw Mu St., Myaynigone,",Optical Goods,16.804356,96.139888,Ever Vision Optical,"
01-707991, 09-73024458
", :Yangon Region ," :Sanchaung
",w4ureen
"94, Mandalay St., Between Daw Thein Tin St. and Myanma Gone Yee St.,",Lime,16.78875,96.164906,Kyar Kabar Lone, :, :Yangon Region ," :Mingalar Taung Nyunt
",w4urs23
"123, G and 1st Flr, Lanmadaw St.,",Hotel Equipment & Supplies,16.774474,96.147572,Orient, :, :Yangon Region ," :Lanmadaw
",w4ur7vs
"011, Bldg C, Hnin Si St., Yuzana Highway Complex,",Construction Services,16.820423,96.123997,"Green Myanmar Construction Co., Ltd.", :, :Yangon Region ," :Kamayut
",w4ureq5
"235, Middle Shwe Gone Daing St,",Car Wheels/Tyres & Tubes Dealers,16.806825,96.15617,"Win Cherry Co., Ltd.", :, :Yangon Region ," :Bahan
",w4urs5d
"316/322, 8th Flr, Shwe Bon Tha St., Ward (7),",Car & Truck Dealers & Importers,16.77676,96.155874,"Diamond King Global Co., Ltd.", :, :Yangon Region ," :Pabedan
",w4urkn4
"70/73, Hla Theingi St., Industrial Zone (3),",Brick/Lime/Sand/Gravel & Other Aggregates,16.933622,96.081133,Myanmar Best Concrete Bricks, :, :Yangon Region ," :Shwe Pyi Thar
",w5h266s
"Rm 106, Bldg 79/81, Botahtaung Zay St.,",Transportation Services,16.770074,96.175279,Royal Lwin Brothers, :, :Yangon Region ," :Botahtaung
",w4urksb
"Manaw Hari St., Between 68 St. and 69 St.,",Motorcycle Dealers,21.963569,96.085395,ZONG SHEN,"
09-2024481, 09-978955994
", :Mandalay Region ," :Chan Mya Tharsi
",w5ukfqr
"1102, Bldg J, Pyay Rd., Anawrahta Housing,",Engineers [General],16.828846,96.13084,"Regal Myanmar Engineering Co., Ltd.", :, :Yangon Region ," :Kamayut
",w4urex8
"481/B, Nar Nat Taw Rd., Ward (7),",Construction Services,16.820589,96.126995,"Hein Kyel Gabar Construction Co., Ltd.","
01-525215, 01-523385
", :Yangon Region ," :Kamayut
",w4ureqj
"79 St., Between 31 St. and 32 St.,",Food Stalls,21.974859,96.084896,NamKham,"
09-250249210
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um42q
"Bayint Naung Rd., Beside Chaung Wa Seik Kan, Ward (3),",Marine Products,16.834472,96.114069,MARINEHUB, :, :Yangon Region ," :Hlaing
",w4urg0s
"70, 2nd Flr, Kyun Taw Rd., Corner of Mahar Myaing St.,",Language Schools,16.807024,96.13333,Teacher Su,"
09-5032432, 09-765032432
", :Yangon Region ," :Sanchaung
",w4ureed
"4/C, Bayint Naung Rd., Pin Lon Yeik Mon Housing,",Electrical Goods Sales,16.857907,96.202467,"Lu Zaw Electrical Engineering Co., Ltd.", :, :Yangon Region ," :North Dagon
",w4urvhu
"4th Flr, Kan Taw Gyi Nature Park, Utopia Tower,",Beauty Spas [Foot/Body],16.797646,96.158237,Sweet Heart Spa,"
09-73111124, 09-73111126, 09-264466322
", :Yangon Region ," :Bahan
",w4urs1u
"19, Wailuwun St.,",Computers & Accessories,16.811377,96.128132,Peach, :, :Yangon Region ," :Sanchaung
",w4urekq
"Yagon-Mandalay St, Mya Nandar Ward,",Brick/Lime/Sand/Gravel & Other Aggregates,21.817794,96.060937,SAE,"
09-798923238, 09-402546956
", :Mandalay Region ," :Palate
",w5uk1gv
"7, Myint Moh St.,",Veterinary Clinics,16.812087,96.135065,Min ,"
09-5014606
", :Yangon Region ," :Sanchaung
",w4urese
"56 St., Between Aung Zayya St. and Banyint Naung St., Aung Pin Lair,",Press & Printers [Offset],21.943752,96.120851,Zar Zar,"
09-400460602, 09-797770955
", :Mandalay Region ," :Chan Mya Tharsi
",w5ukg69
"27, Dhamar Yone St., Moe Kaung Pagoda Rd,",Language Schools,16.834785,96.169939,NELC," :
", :Yangon Region ," :Yankin
",w4uru2s
"340, Baydar St., Pearl Myoe Thit Ward (2),",Dried Tea Leaves,16.975852,96.149856,Maw Shan Green Tea & Laphet," :
", :Yangon Region ," :Mingalardon
",w5h2efq
"Rm 3, 63 Shed, Kyauk Sein 2nd St., Saw Bwar Gyi Gone,",Pipes & Pumps Accessories,16.890815,96.121963,Ko Zaw Win, :, :Yangon Region ," :Insein
",w5h256c
"37, 1st Flr, Hanthawaddy Rd., Ward (5),",Electrical Goods Sales,16.814914,96.129631,"Integrated Trading Co., Ltd.", :, :Yangon Region ," :Kamayut
",w4uremp
"47, G Flr, Dhamar Yone St.,",Mobile Phones & Accessories,16.8052,96.139641,KS,"
09-420224197, 09-448002869
", :Yangon Region ," :Sanchaung
",w4ureeq
"F-575, G Flr, D Shed, Thein Gyi Market,",Stationery,16.776383,96.153165,Kumar,"
01-242775 Ext: 2123, 09-421009398, 09-443051632
", :Yangon Region ," :Latha
",w4urkn0
"2324, Aung Mingalar St., Industrial Zone (2), Ward (63),",Stainless Steel,16.837988,96.231455,Golden Sky,"
09-250576669, 09-972303714
", :Yangon Region ," :South Dagon
",w4urvc3
"F-32/33/34/35/G-18/19, Yadanar Pon Super Centre,",Silk Wear,21.971873,96.08766,Kyoe Kyar Min,"
09-91004452, 09-2060284
", :Mandalay Region ," :Chan Aye Thar Zan
",w5ukfxb
"45, 1st Flr, Ma Kyee Kyee St.,",Tourism Services,16.80891,96.133328,Travel Hub, :, :Yangon Region ," :Sanchaung
",w4ureef
"32/A-1, Yangon-Insein Rd., Near Kan St., Ward (9),",Tourism Services,16.816803,96.133535,World Myanmar Air Ticketing & Tours, :, :Yangon Region ," :Hlaing
",w4uret6
"81, New University Avenue Rd.,",Restaurants,16.8222756,96.16119911,Thai Fu,"
01-544930, 09-966660616, 09-966660567
", :Yangon Region ," :Bahan
",w4ursnq
"52, Than Thu Mar Rd., Thuwunna,",Communication Equipment,16.82884,96.20758,Zide,"
09-774567890, 09-252567890
", :Yangon Region ," :Thingangyun
",w4urtr8
"Blk C, Rm F1-09, 2nd Flr, Kaba Aye Pagoda Rd., Pearl Condo,",Logistics Services,16.817427,96.156498,MEBS Global, :, :Yangon Region ," :Bahan
",w4ursje
"14, Manaw Hara St., Kyauk Myaung,",Household Goods & Accessories,16.808074,96.178014,"Myanmar Asia Ko Trading Co., Ltd.","
01-209233, 09-73097768, 09-425019198
", :Yangon Region ," :Tarmwe
",w4ursef
"28, 29 St., Between 71 St. and 72 St.,",Book Publishers & Distributors,21.977812,96.096724,Thitsar,"
02-4065194, 09-402587386
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um48z
"68 St., Between 33 St. and 34 St.,",Tailors,21.970508,96.103102,Akery Kyaw,"
09-2058690, 09-772058690
", :Mandalay Region ," :Chan Aye Thar Zan
",w5ukfzs
"226(A/B), Seik Kan Thar St., Middle Block,",Computers & Accessories,16.772867,96.161783,Chan Mon,"
01-243133, 09-73177334, 01-392714
", :Yangon Region ," :Kyauktada
",w4urkjq
"93, 3rd St., Ward (1),",Metal Doors & Others,16.863286,96.112803,Win Thaw Tar, :, :Yangon Region ," :Mayangone
",w4urgjg
"34, Bayint Naung Rd., Pin Lon Yeik Mon Housing, Ward (27),",Electrical Goods Repair,16.843481,96.243194,"Myanmar Active M & E Engineering Co., Ltd.", :, :Yangon Region ," :North Dagon
",w4ury46
"20th St., Strand Road,",Fitness Centres & Gyms,16.772688,96.149887,X-GYM,"
01-371420, 09-769697426
", :Yangon Region ," :Latha
",w4ur7vq
"101, Bldg B, 50th Street Condo,",Electrical Goods Sales,16.772557,96.170973,"Kyoritsu Kew Myanmar Co., Ltd.", :, :Yangon Region ," :Botahtaung
",w4urkmm
"199, 33rd St., Upper Block,",Press & Printers [Offset],16.779149,96.159433,Pwint, :, :Yangon Region ," :Kyauktada
",w4urknt
"66 St., Between 20 St. and 22 St., Department Of Arts, Inside Of National Theatre Ground, Public Service Personnel Housings,",Entertainers,21.989802,96.109736,Ah Lin Thit, :, :Mandalay Region ," :Aung Myay Thar Zan
",w5um550
"678, Zaw Ta Yone St.,",Jams [Manu/Dist],16.873201,96.196732,Kyaw Htun Myat,"
09-5121338, 09-795121338
", :Yangon Region ," :Thaketa
",w4urvp8
"291, Bo Soon Pat St.,",Advertising Agencies,16.778701,96.157351,Golden Rabbit Enterprise,"
09-73134014, 09-975568995
", :Yangon Region ," :Pabedan
",w4urkn7
"Nya-8, Ar Thaw Ka St., Bayint Naung Warehouses,",Electrical Goods Sales,16.861096,96.106108,"Utopian Union Co., Ltd.","
01-3588820, 09-421166088, 09-43209567
", :Yangon Region ," :Mayangone
",w4urfvq
"30, 1st Flr, Htar Na St.,",Designers [Fashion],16.788431,96.128418,Phue Phue Fashion & Design Collection, :, :Yangon Region ," :Ahlone
",w4ure2n
"170/176, Bo Aung Kyaw St., MGW Centre, Middle Block, Level (2/210),",Export & Import Companies,16.772494,96.164886,"Zing Co., Ltd. "," :
", :Yangon Region ," :Botahtaung
",w4urkm3
"68/69, 2nd Flr, Shwe Mingalar Market,",Toy Shops,16.792403,96.174265,Golden Baby,"
09-5108218, 09-420067719, 09-775551154
", :Yangon Region ," :Mingalar Taung Nyunt
",w4urs2z
"08, G Flr, Dhama Zayti Rd., Pann Chan Tower,",Education Services,16.803699,96.140605,Nexus, :, :Yangon Region ," :Sanchaung
",w4ureep
"459/B, Rm 5/D, New University Avenue Rd., Saya San Ward,",Garment Industries,16.822611,96.157607,"Myanmar Invictus Co., Ltd.", :, :Yangon Region ," :Bahan
",w4ursn7
"Bldg 9, 5th Flr, MICT Park, Hlaing University,",Construction Materials,16.849621,96.129621,"JJ-PUN (TIOSTONE) Co., Ltd.", :, :Yangon Region ," :Hlaing
",w4urg7r
"150, Shwe Yinnmar St., Kyauk Kone, Ward (13),",Clocks & Watches Sales,16.836068,96.171184,Daw Aye, :, :Yangon Region ," :Yankin
",w4uru2v
"146, 2nd Flr, Sule Pagoda Rd.,",Medical Equipment,16.776215,96.158808,AA Group Limited, :, :Yangon Region ," :Kyauktada
",w4urknh
"295, U Wisara Rd., Ward (42),",Wooden Products & Hardwood Shops,16.882574,96.168551,Tun,"
09-5108538, 09-5018408, 09-795599948
", :Yangon Region ," :North Dagon
",w5h2h37
"101, 27th St., Middle Block,",Plastic Materials & Products,16.77510172,96.15524435,"Tharaphu San Co., Ltd.", :, :Yangon Region ," :Pabedan
",w4urkjf
"Khattan Ward, Tanpawaddy,",Buddha Statue & Others,21.931652,96.072075,Lokanat,"
02-4070474, 09-2006331
", :Mandalay Region ," :Chan Mya Tharsi
",w5ukf0t
"660, 39 St., Between 80 St. and 81 St.,",Bakery & Cake Makers,21.963225,96.082616,My Mom,"
09-458886691, 09-458886692
", :Mandalay Region ," :Maha Aung Myay
",w5ukfqm
"
",Construction Services,16.78519,96.170089,"Da Na Yeik Construction Co., Ltd.","
","
","
",w4urkrs
"Rm 8, Bldg 4, Strand Rd., Mingalar Sin Min Housing,",Electrical Goods Repair,16.79008,96.12358,Wai Phyo Hlyan,"
01-211089, 09-5139723, 09-965139723
", :Yangon Region ," :Ahlone
",w4ure2e
"Rm Ka Gyi/Kha Gway/Ga Nge, 8/2 Shed, Shwe Wah St., Sawbwargyi Gone Warehouse Complex,",Building Materials,16.889573,96.123025,Pyae Sone,"
01-3646532, 01-3643838, 01-3642883, 09-5056400, 09-775056400, 09-775050407
", :Yangon Region ," :Insein
",w5h256d
"26, Sabei St., Mya Khwar Nyo Housing (Wah Wah Win),",Bedroom Accessories,16.807244,96.202823,"Mu Family Trading Co., Ltd.","
09-2038700, 09-8635336, 09-2006655
", :Yangon Region ," :Thaketa
",w4urt5s
"210, Pin Lon Rd., Ward (32),",Aluminium Frames & Furnitures,16.8512512,96.5188512,Tun Tauk Lin,"
09-73257256, 09-443257256, 09-402585457
", :Yangon Region ," :North Dagon
",w4uxu7d
"22, Dhama Thukha (Ah Twin) St., (2/Ka) Ward,",Electrical Goods Sales,16.99913,96.151362,Moe Kaung Kin,"
09-5176421, 09-457231745, 09-781124483
", :Yangon Region ," :Mingalardon
",w5h2eyx
"242, 34 St., Between 84 St. and 85 St.,",Scales & Weighing Equipment,21.972815,96.10362,Phoenix,"
09-444027651, 09-47137565
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um4bh
"Rm 3, Bldg 1, Strand Rd., Thiri Mingalar Housing, Galon Ward,",Transportation Services,16.793603,96.123009,"Myanmar MSE (Yangon) Co., Ltd.","
09-5152912, 09-785152912
", :Yangon Region ," :Ahlone
",w4ure34
"131, Baho Rd. (Upper),",Hotels,16.852088,96.117091,Apollo Hotel, :, :Yangon Region ," :Mayangone
 ",w4urg5y
"232, Wi Thar Khar St., Pauk Taw Wa Ward,",Electrical Goods Sales,16.866501,96.128111,"Swan Yee Trading Co., Ltd.", :, :Yangon Region ," :Insein
",w4urgqq
"271, 13th St., Ngwe Kyar Yan Yeik Thar, Ward (3),",Accountants & Auditors,16.841666,96.171774,Cho Thandar Soe & Associates, :, :Yangon Region ," :South Okkalapa
",w4uru3y
"4 / 102, Ma Soe Yein Kyaung St., Myittar Nyunt Ward,",Photo Studios & Labs,16.812912,96.182057,Shwe Mya, :, :Yangon Region ," :Tarmwe
",w4ursst
"509, Infront Of Shwe Mingalar Market,",Fabric Shops,16.793175,96.171425,Aye Mya Win,"
09-73030348, 01-229846, 09-421038731
", :Yangon Region ," :Mingalar Taung Nyunt
",w4urs3j
"98, 1st Flr, Bogalay Zay St.,",Journal Publishers,16.770314,96.165773,Shape Journals," :
", :Yangon Region ," :Botahtaung
",w4urkkc
"232-A, Yamonnar Rd., Wah So Ward,",Hotels,16.801096,96.207145,Royal Boss Hotel, :, :Yangon Region ," :Dawbon
",w4urt4x
"747, 12 St., Between 81 St. and 86 St.,",Construction & Contractor Equipment & Supplies,22.00412,96.083434,Hein Htoo San,"
09-5129686, 09-785129686
", :Mandalay Region ," :Aung Myay Thar Zan
",w5um4mt
"East Gyogone,",Hospitals [Private],16.88116,96.11997,Karen Baptist Convention Hospital (KBC),"
09-262441822, 01-3644321, 01-3644943
", :Yangon Region ," :Insein
",w5h2530
"Rm C, 29 St., Between 70 St. and 71 St.,",Laboratory Equipment & Supplies,21.977768,96.098691,"Shwe Ziwa Co.,Ltd","
02-2844439, 09-36301430
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um4bb
"154, Pyi Htaung Su Rd., Ward (25),",Hardware Merchants & Ironmongers,16.848548,96.222165,Htet,"
09-5175952, 09-5419303, 09-5139856
", :Yangon Region ," :South Dagon
",w4urve4
"Rm 0808, 8th Flr, Bogyoke Aung San Rd., Sakura Tower 339,",Heavy Machineries & Equipment,16.77912,96.159432,"Diamond Rental Myanmar Co., Ltd.","
01-255383, 09-262629668, 09-263347239
", :Yangon Region ," :Kyauktada
",w4urknt
"82 St., Between 21 St. and 22 St.,",Photocopying & Duplicating Machines Sales & Repair,21.989815,96.081412,Wave Light,"
09-402792532, 09-785743186
", :Mandalay Region ," :Aung Myay Thar Zan
",w5um47h
"38/39, Marlar Nwe St., Infront Of Kyaikkasan Vehicles & Spareparts Dealers Compound,",Car Spare Parts & Accessories,16.81466,96.174833,Ko Thar Gyi,"
09-422205786, 09-73199233
", :Yangon Region ," :Tarmwe
",w4urst0
"13/ka, Aung Bawga St., Phawh Kan Ward,",Garment Industries,16.909923,96.099324,Shwe Yee Win,"
09-5074705, 09-31295919, 09-765074705
", :Yangon Region ," :Insein
",w5h24y3
"246 (Q-1), Min Gyi Mahar Min Khaung St., Corner of Myin Wun U Aung Thu St., Industrial Zone (2),",Heavy Machineries & Equipment,16.856858,96.080439,"Htun Nay Wun Thitsar Co., Ltd.", :, :Yangon Region ," :Hlaing Thar Yar
",w4urfke
"115/116, Dana Theiddi St., Ward (8),",Tailors,16.861491,96.157567,"Best Guilding Star Co., Ltd.","
09-73229694, 09-262944040, 09-262944030, 01-664806
", :Yangon Region ," :Mayangone
",w4uruje
"Bldg A, Tharyar Aye St., Thamaing, Ward (3),",Pipes & Pumps Accessories,16.868037,96.123559,Aqua Comrade Engineering, :, :Yangon Region ," :Mayangone
",w4urgqe
"37, Rm 902-903, Level 9, Alanpya Pagoda Rd., La Pyae Wun Plaza,",Construction Services,16.7836,96.157897,"MKG Myanmar Co., Ltd.", :, :Yangon Region ," :Dagon
",w4urkpk
"90, Rm 4/B, Kan St., Ward (10),",Air Ticketing Services,16.837873,96.129917,ETHICAL Seven Star , :, :Yangon Region ," :Hlaing
",w4urg3p
"528/8-1-A, Ma Soe Yein Kyaung St., 9 Mile, Ward (5),",Embroidery Machines & Services,16.882238,96.139192,Thazi Limited, :, :Yangon Region ," :Mayangone
",w5h259q
"25, Rm 303, 3rd Flr, Dhama Zayti Rd., Yuzana Business Tower,",Tourism Services,16.803056,96.140148,Dhanna Buddhagaya Pilgrimage Group, :, :Yangon Region ," :Sanchaung
",w4uredz
"Rm 4, Bldg 9/5, Yan Nyein Housing,",Architects,16.830678,96.159834,"Facility Link Contracts Co., Ltd."," :
", :Yangon Region ," :Yankin
",w4urspv
"63 / B, 17th St.,",Air Lines,16.774097,96.148101,Diamond Luck, :, :Yangon Region ," :Latha
",w4ur7vs
"448, Lower Pazundaung Rd.,",Press & Printers [Offset],16.776847,96.177392,La Pyae Thar,"
09-452577488, 09-421109919
", :Yangon Region ," :Pazundaung
",w4urkw4
"429, Rm 4/B, 3rd Flr, Merchant Rd., Corner of Thein Phyu Rd., Ward (6),",Car Wheels/Tyres & Tubes Dealers,16.771646,96.166383,"Happy Palace Co., Ltd.","
09-5140033, 09-777775005, 01-8398138, 01-8398098
", :Yangon Region ," :Botahtaung
",w4urkm4
"136, 32nd St., Middle Block,",Paper Sales,16.775722,96.158208,Sandar Oo,"
01-373438, 09-73104700, 09-251116662
", :Yangon Region ," :Pabedan
",w4urkju
"168, Bo Chein 8th St.,",Decorators & Decorating Materials,16.856773,96.118145,"Great Shwe Yaung Lan Co., Ltd.", :, :Yangon Region ," :East Dagon
",w4urghx
"Lot No. A11-2, Thilawa Special Economic Zone, Zone (A),",Plastic Materials & Products,16.672609,96.278679,"S.P.Petpack Inter Group (Myanmar) Co., Ltd.", :, :Yangon Region ," :Than Lyin
",w4uqyg5
